Name,UniProt ID,Oxidized 24h,Reduced 24h,P-value 24h,Difference 24h,P-value (log) 24h,Significant 24h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 48h,Reduced 48h,P-value 48h,Difference 48h,P-value (log) 48h,Significant 48h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 72h,Reduced 72h,P-value 72h,Difference 72h,P-value (log) 72h,Significant 72h,Abundance Check Oxidized,Abundance Check Reduced,General abundance check,,
YAL037W,P39728,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,4.7662,0,0.22719,4.7662,0.643610788,-,Less,Less,2.4003,2.473,0.98457,-0.0727,0.006753401,-,Less,Less,FALSE,All Below Average,FALSE
YAL043C-a,0,8.9426,8.9384,0.99209,0.0042,0.003448928,-,More,More,8.6315,8.6738,0.94103,-0.0423,0.026396531,-,More,More,8.7882,8.0809,0.10196,0.7073,0.991570173,-,More,More,All above average,FALSE,FALSE
YAL044W-A,Q3E793,9.3597,10.027,0.060203,-0.6673,1.220381867,-,More,More,9.1092,9.9116,0.091121,-0.8024,1.040381523,-,More,More,9.344,9.9323,0.14446,-0.5883,0.840252389,-,More,More,All above average,FALSE,FALSE
YAL045C,P39725,6.6401,6.9962,0.69637,-0.3561,0.157159947,-,Less,More,8.1146,7.1923,0.10273,0.9223,0.988302712,-,More,More,7.7161,7.3328,0.43632,0.3833,0.360194879,-,More,More,FALSE,FALSE,Mixed
YAL058C-A,O13513,2.969,5.535,0.64822,-2.566,0.188277573,-,Less,Less,5.3513,5.563,0.87591,-0.2117,0.057540515,-,Less,Less,5.8121,2.4389,0.050009,3.3732,1.30095183,-,Less,Less,FALSE,All Below Average,FALSE
YAL065C,O13511,8.0221,7.3118,0.11119,0.7103,0.95393427,-,More,More,8.3538,7.7576,0.29145,0.5962,0.53543594,-,More,More,8.1589,8.2009,0.9226,-0.042,0.03498655,-,More,More,All above average,FALSE,FALSE
YAL066W,P39710,8.6539,8.3592,0.48397,0.2947,0.315181558,-,More,More,8.945,8.3941,0.33533,0.5509,0.474527591,-,More,More,8.5275,7.9962,0.21928,0.5313,0.659000977,-,More,More,All above average,FALSE,FALSE
YAP1,P19880,7.3971,4.6413,0.010428,2.7558,1.981798978,-,More,Less,7.4143,6.6095,0.30453,0.8048,0.516369918,-,More,More,6.6849,7.3301,0.19016,-0.6452,0.720880831,-,Less,More,FALSE,FALSE,Mixed
YAP1801,P38856,6.6476,6.3175,0.75902,0.3301,0.11974678,-,Less,Less,6.4028,2.7026,0.02754,3.7002,1.560036064,-,Less,Less,6.2804,3.9326,0.10733,2.3478,0.969278871,-,Less,Less,FALSE,All Below Average,FALSE
YAP1802,P53309,8.3765,8.6525,0.51204,-0.276,0.290696111,-,More,More,8.3609,8.5171,0.7932,-0.1562,0.100617294,-,More,More,8.1884,8.588,0.35541,-0.3996,0.449270357,-,More,More,All above average,FALSE,FALSE
YAP5,P40574,4.85,0,0.242,4.85,0.616184634,-,Less,Less,5.3202,0,0.17766,5.3202,0.750410342,-,Less,Less,5.0989,0,0.17471,5.0989,0.757682236,-,Less,Less,FALSE,All Below Average,FALSE
YAP6,Q03935,7.406,6.9672,0.52046,0.4388,0.283612643,-,More,More,7.9617,6.7696,0.058959,1.1921,1.229449891,-,More,More,7.4045,7.2695,0.78404,0.135,0.10566178,-,More,More,All above average,FALSE,FALSE
YAP7,Q08182,9.3881,9.3941,0.98861,-0.006,0.004975001,-,More,More,9.1587,9.7221,0.23551,-0.5634,0.627990648,-,More,More,9.2997,10.0308,0.031192,-0.7311,1.505956778,-,More,More,All above average,FALSE,FALSE
YAR028W,P39548,10.2935,10.0947,0.57549,0.1988,0.239962218,-,More,More,10.2967,10.55,0.51897,-0.2533,0.284857747,-,More,More,10.4005,10.5391,0.68302,-0.1386,0.165566579,-,More,More,All above average,FALSE,FALSE
YAR029W,P39549,0,0,0,0,0,-,Less,Less,1.977,0,0.4086,1.977,0.388701638,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
YAR030C,P39550,5.8379,4.891,0.50114,0.9469,0.300040931,-,Less,Less,5.6303,3.949,0.31666,1.6813,0.499406793,-,Less,Less,5.0207,0,0.18142,5.0207,0.741314837,-,Less,Less,FALSE,All Below Average,FALSE
YAR035C-A,Q8TGV0,8.2653,9.0543,0.060929,-0.789,1.21517595,-,More,More,8.496,9.2102,0.21167,-0.7142,0.67434069,-,More,More,8.9622,9.025,0.87639,-0.0628,0.057302587,-,More,More,All above average,FALSE,FALSE
YAR037W,0,8.1947,7.8017,0.37807,0.393,0.422427783,-,More,More,7.8352,8.0072,0.7609,-0.172,0.118672416,-,More,More,8.5217,8.6741,0.70556,-0.1524,0.151466048,-,More,More,All above average,FALSE,FALSE
YAR040C,0,7.4015,6.7941,0.50569,0.6074,0.296115634,-,More,More,6.4153,3.7794,0.051815,2.6359,1.285544498,-,Less,Less,6.3463,3.9326,0.097818,2.4137,1.009581221,-,Less,Less,FALSE,FALSE,Mixed
YAR044W,P35845,7.0981,7.2885,0.78033,-0.1904,0.107721696,-,Less,More,7.3278,7.1344,0.75925,0.1934,0.119615199,-,More,More,7.7599,7.7983,0.93181,-0.0384,0.030672633,-,More,More,FALSE,FALSE,Mixed
YAR047C,P39557,6.6401,3.698,0.036599,2.9421,1.436530781,-,Less,Less,5.496,3.5873,0.25562,1.9087,0.592405169,-,Less,Less,4.9268,4.8542,0.96033,0.0726,0.017579504,-,Less,Less,FALSE,All Below Average,FALSE
YAR1,P46683,5.9889,7.3118,0.14721,-1.3229,0.832062687,-,Less,More,6.1002,5.4157,0.51719,0.6845,0.286349881,-,Less,Less,6.3976,7.1087,0.22831,-0.7111,0.641475066,-,Less,More,FALSE,FALSE,Mixed
YAT1,P80235,3.9727,3.698,0.96105,0.2747,0.017254017,-,Less,Less,0,3.7532,0.34162,-3.7532,0.466456712,-,Less,Less,5.2687,4.8542,0.77623,0.4145,0.110009577,-,Less,Less,FALSE,All Below Average,FALSE
YAT2,P40017,8.4061,8.2756,0.74708,0.1305,0.12663289,-,More,More,9.0935,7.9464,0.05428,1.1471,1.265360161,-,More,More,8.3378,8.1346,0.63845,0.2032,0.194873109,-,More,More,All above average,FALSE,FALSE
YBL008W-A,Q3E821,8.4083,8.5276,0.76844,-0.1193,0.114390037,-,More,More,7.959,8.6144,0.27151,-0.6554,0.56621417,-,More,More,8.4288,8.624,0.62847,-0.1952,0.201715449,-,More,More,All above average,FALSE,FALSE
YBL012C,P38209,3.9241,0,0.34382,3.9241,0.463668864,-,Less,Less,3.4815,0,0.37771,3.4815,0.422841517,-,Less,Less,3.9615,3.38,0.69729,0.5815,0.156586563,-,Less,Less,FALSE,All Below Average,FALSE
YBL028C,P38202,7.7182,7.9058,0.67402,-0.1876,0.171327217,-,More,More,7.9386,7.3064,0.26329,0.6322,0.579565635,-,More,More,7.5121,7.1529,0.46567,0.3592,0.33192174,-,More,More,All above average,FALSE,FALSE
YBL029C-A,Q3E756,8.7145,9.5113,0.055388,-0.7968,1.256584316,-,More,More,8.4431,9.4317,0.083855,-0.9886,1.076471037,-,More,More,8.9993,9.6336,0.11555,-0.6343,0.93723005,-,More,More,All above average,FALSE,FALSE
YBL036C,P38197,8.8585,8.2839,0.17227,0.5746,0.763790346,-,More,More,8.498,8.3108,0.75342,0.1872,0.122962855,-,More,More,8.7692,8.9003,0.74529,-0.1311,0.127674706,-,More,More,All above average,FALSE,FALSE
YBL039W-A,0,7.9984,8.4323,0.28393,-0.4339,0.546788718,-,More,More,8.9329,8.4073,0.35811,0.5256,0.445983551,-,More,More,8.678,7.7472,0.031361,0.9308,1.503610098,-,More,More,All above average,FALSE,FALSE
YBL044W,P38194,5.495,4.891,0.66785,0.604,0.17532107,-,Less,Less,5.7694,4.2546,0.26377,1.5148,0.578774601,-,Less,Less,5.7023,4.3311,0.34699,1.3712,0.459683041,-,Less,Less,FALSE,All Below Average,FALSE
YBL053W,P38190,6.5051,7.6895,0.19441,-1.1844,0.7112814,-,Less,More,6.9373,7.4328,0.43248,-0.4955,0.364033972,-,Less,More,7.295,6.5777,0.14519,0.7173,0.838063295,-,More,More,FALSE,FALSE,Mixed
YBL055C,P34220,6.5377,7.2885,0.41074,-0.7508,0.386433001,-,Less,More,7.8432,6.4414,0.026381,1.4018,1.578708746,-,More,More,7.4899,6.8282,0.17907,0.6617,0.746977166,-,More,More,FALSE,FALSE,Mixed
YBL062W,P38189,8.8176,8.7675,0.90539,0.0501,0.043164307,-,More,More,9.2995,8.1739,0.049028,1.1256,1.309555823,-,More,More,8.9628,8.0431,0.033437,0.9197,1.475772695,-,More,More,All above average,FALSE,FALSE
YBL065W,P38188,0,0,0,0,0,-,Less,Less,2.3924,0,0.31731,2.3924,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
YBL071C-B,Q8TGU8,0,4.1452,0.31731,-4.1452,0.498516241,-,Less,Less,0,3.6833,0.35069,-3.6833,0.455076618,-,Less,Less,3.1475,2.5506,0.68971,0.5969,0.161333477,-,Less,Less,FALSE,All Below Average,FALSE
YBL083C,P38178,7.3234,6.4432,0.33486,0.8802,0.475136727,-,More,More,7.5382,7.7501,0.70772,-0.2119,0.150138531,-,More,More,7.5809,7.2908,0.5557,0.2901,0.255159603,-,More,More,All above average,FALSE,FALSE
YBL094C,P38173,6.6625,5.6748,0.35863,0.9877,0.445353384,-,Less,Less,5.0448,5.8424,0.55624,-0.7976,0.254737784,-,Less,Less,5.3903,4.5654,0.57156,0.8249,0.242938172,-,Less,Less,FALSE,All Below Average,FALSE
YBL095W,P38172,8.9006,8.1447,0.072568,0.7559,1.139254846,-,More,More,9.2714,8.609,0.24673,0.6624,0.607778041,-,More,More,8.5815,8.409,0.68993,0.1725,0.16119497,-,More,More,All above average,FALSE,FALSE
YBL096C,P38171,6.1679,6.5588,0.71634,-0.3909,0.144880797,-,Less,More,6.5304,6.7071,0.82164,-0.1767,0.085318426,-,Less,More,6.2018,6.3651,0.78214,-0.1633,0.106715503,-,Less,More,FALSE,FALSE,Mixed
YBL101W-C,P0C269,9.0118,8.9743,0.92802,0.0375,0.032442664,-,More,More,8.9597,9.6137,0.16849,-0.654,0.77342587,-,More,More,8.5737,9.4642,0.027263,-0.8905,1.564426356,-,More,More,All above average,FALSE,FALSE
YBL107C,P38162,6.8971,6.5194,0.679,0.3777,0.168130226,-,Less,More,7.6335,7.0022,0.31731,0.6313,0.498516241,-,More,More,7.6488,7.1857,0.34708,0.4631,0.459570411,-,More,More,FALSE,FALSE,Mixed
YBP1,P38315,0,0,0,0,0,-,Less,Less,2.3924,0,0.31731,2.3924,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
YBP2,P53169,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
YBR013C,P38215,7.9743,8.7688,0.049773,-0.7945,1.303006182,-,More,More,8.2788,8.7823,0.3982,-0.5035,0.399898744,-,More,More,8.6072,8.604,0.99375,0.0032,0.002722858,-,More,More,All above average,FALSE,FALSE
YBR016W,P38216,8.3491,8.4815,0.74384,-0.1324,0.128520471,-,More,More,8.6695,7.9072,0.20091,0.7623,0.696998446,-,More,More,8.2887,7.9284,0.40476,0.3603,0.392802413,-,More,More,All above average,FALSE,FALSE
YBR032W,P38223,10.5363,10.9049,0.2993,-0.3686,0.523893283,-,More,More,10.4337,10.8132,0.33398,-0.3795,0.47627954,-,More,More,10.6355,10.9228,0.39732,-0.2873,0.400859573,-,More,More,All above average,FALSE,FALSE
YBR053C,P38235,9.0624,9.0093,0.89835,0.0531,0.046554428,-,More,More,8.9821,9.6199,0.17923,-0.6378,0.746589295,-,More,More,8.7919,9.6172,0.040612,-0.8253,1.391345622,-,More,More,All above average,FALSE,FALSE
YBR056W,P38081,6.7215,6.6964,0.9781,0.0251,0.009616741,-,Less,More,6.5722,7.0949,0.50486,-0.5227,0.296829037,-,Less,More,7.6133,7.6023,0.98042,0.011,0.008587838,-,More,More,FALSE,FALSE,Mixed
YBR056W-A,I2HB52,0,3.698,0.37234,-3.698,0.429060306,-,Less,Less,3.0333,2.7026,0.84773,0.3307,0.071742447,-,Less,Less,4.2737,4.7966,0.76125,-0.5229,0.118472694,-,Less,Less,FALSE,All Below Average,FALSE
YBR062C,P38239,8.2629,8.4201,0.69788,-0.1572,0.156219248,-,More,More,9.0926,7.7733,0.026858,1.3193,1.570926331,-,More,More,8.7722,8.1384,0.14272,0.6338,0.845515163,-,More,More,All above average,FALSE,FALSE
YBR063C,P38083,6.5296,5.3802,0.37908,1.1494,0.421269128,-,Less,Less,5.7603,2.8564,0.083728,2.9039,1.077129283,-,Less,Less,5.1005,4.5704,0.7162,0.5301,0.144965683,-,Less,Less,FALSE,All Below Average,FALSE
YBR064W,P38240,4.9011,5.8665,0.46002,-0.9654,0.337223286,-,Less,Less,4.985,5.9998,0.45406,-1.0148,0.342886755,-,Less,Less,5.2026,5.7841,0.59179,-0.5815,0.227832378,-,Less,Less,FALSE,All Below Average,FALSE
YBR071W,P38243,4.926,5.1039,0.89943,-0.1779,0.046032631,-,Less,Less,4.2879,5.6666,0.3091,-1.3787,0.509900995,-,Less,Less,5.7997,5.931,0.90357,-0.1313,0.044038197,-,Less,More,FALSE,FALSE,Mixed
YBR074W,P38244,6.4012,4.891,0.24782,1.5102,0.605863647,-,Less,Less,5.0266,4.7176,0.85399,0.309,0.068547215,-,Less,Less,6.0015,2.4389,0.038458,3.5626,1.415013305,-,Less,Less,FALSE,All Below Average,FALSE
YBR075W,P38244,9.2232,9.0728,0.71773,0.1504,0.144038901,-,More,More,9.5656,9.6386,0.87783,-0.073,0.056589581,-,More,More,9.5735,9.1051,0.24521,0.4684,0.610461823,-,More,More,All above average,FALSE,FALSE
YBR085C-A,O43137,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,4.3597,2.7026,0.33606,1.6571,0.473583177,-,Less,Less,3.2078,0,0.39319,3.2078,0.405397536,-,Less,Less,FALSE,All Below Average,FALSE
YBR090C,P38253,8.9365,9.5855,0.11866,-0.649,0.925695656,-,More,More,9.0715,9.8079,0.12099,-0.7364,0.917250523,-,More,More,9.3883,9.7697,0.34407,-0.3814,0.463353193,-,More,More,All above average,FALSE,FALSE
YBR090C-A,0,6.2988,6.5917,0.78545,-0.2929,0.104881456,-,Less,More,5.96,5.9647,0.99646,-0.0047,0.00154013,-,Less,Less,6.8895,6.2936,0.31261,0.5959,0.504997134,-,Less,More,FALSE,FALSE,Mixed
YBR099C,P38258,7.8387,7.6561,0.68221,0.1826,0.166081919,-,More,More,7.1543,7.3691,0.73358,-0.2148,0.134552518,-,More,More,7.669,7.452,0.65936,0.217,0.180877403,-,More,More,All above average,FALSE,FALSE
YBR100W,P38257,8.7695,8.4216,0.40855,0.3479,0.388754785,-,More,More,8.5251,7.3274,0.034076,1.1977,1.46755139,-,More,More,7.685,7.0735,0.21432,0.6115,0.668937299,-,More,More,All above average,FALSE,FALSE
YBR116C,P38268,10.1536,10.6862,0.13363,-0.5326,0.874096032,-,More,More,10.2442,10.4605,0.58181,-0.2163,0.235218818,-,More,More,10.3177,10.628,0.36056,-0.3103,0.443022455,-,More,More,All above average,FALSE,FALSE
YBR134W,P38275,9.9854,10.5182,0.13348,-0.5328,0.874583802,-,More,More,10.546,10.5389,0.9856,0.0071,0.006299305,-,More,More,10.481,10.1294,0.30025,0.3516,0.522516984,-,More,More,All above average,FALSE,FALSE
YBR137W,P38276,8.1395,7.354,0.078129,0.7855,1.107187734,-,More,More,7.3062,6.7835,0.50478,0.5227,0.296897861,-,More,More,7.4739,7.7456,0.54499,-0.2717,0.263611467,-,More,More,All above average,FALSE,FALSE
YBR138C,P38277,8.5886,9.5766,0.017523,-0.988,1.756391539,-,More,More,8.5733,9.7255,0.015269,-1.1522,1.816189405,-,More,More,9.2319,9.7668,0.18458,-0.5349,0.733815358,-,More,More,All above average,FALSE,FALSE
YBR141C,P38278,0,0,0,0,0,-,Less,Less,4.1086,3.0395,0.53487,1.0691,0.27175176,-,Less,Less,5.2407,2.4389,0.060913,2.8018,1.215290011,-,Less,Less,FALSE,All Below Average,FALSE
YBR144C,P34215,0,0,0,0,0,-,Less,Less,3.0333,0,0.20483,3.0333,0.688606435,-,Less,Less,0,3.3182,0.37712,-3.3182,0.423520435,-,Less,Less,FALSE,All Below Average,FALSE
YBR174C,P38294,7.2252,6.6293,0.51379,0.5959,0.289214353,-,More,More,7.6153,7.1713,0.48185,0.444,0.317088137,-,More,More,7.9079,7.1656,0.13173,0.7423,0.880315308,-,More,More,All above average,FALSE,FALSE
YBR182C-A,Q8TGU6,7.8189,7.7393,0.85841,0.0796,0.066305232,-,More,More,8.0814,7.5963,0.3907,0.4851,0.408156589,-,More,More,7.9092,7.7288,0.68777,0.1804,0.162556772,-,More,More,All above average,FALSE,FALSE
YBR184W,P38299,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
YBR196C-B,Q3E778,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,0,3.4219,0.36239,-3.4219,0.440823795,-,Less,Less,FALSE,All Below Average,FALSE
YBR197C,P38306,5.8639,7.395,0.093439,-1.5311,1.029471818,-,Less,More,6.0082,7.6655,0.034472,-1.6573,1.462533519,-,Less,More,7.5942,7.6181,0.95746,-0.0239,0.018879361,-,More,More,FALSE,FALSE,Mixed
YBR200W-A,Q3E755,9.2218,9.7306,0.22118,-0.5088,0.655254146,-,More,More,8.9826,9.8333,0.073285,-0.8507,1.134984908,-,More,More,9.1885,9.9686,0.052981,-0.7801,1.275879849,-,More,More,All above average,FALSE,FALSE
YBR206W,P38309,5.4269,5.535,0.93407,-0.1081,0.029620576,-,Less,Less,5.0552,5.2743,0.87158,-0.2191,0.059692744,-,Less,Less,5.7405,5.2054,0.62169,0.5351,0.206426118,-,Less,Less,FALSE,All Below Average,FALSE
YBR219C,P38317,8.2283,8.5928,0.36799,-0.3645,0.434163983,-,More,More,8.111,7.9849,0.82348,0.1261,0.084346944,-,More,More,8.6416,8.625,0.96713,0.0166,0.014515145,-,More,More,All above average,FALSE,FALSE
YBR220C,P38318,0,4.1452,0.31731,-4.1452,0.498516241,-,Less,Less,2.3924,0,0.31731,2.3924,0.498516241,-,Less,Less,4.1461,2.5506,0.28588,1.5955,0.543816227,-,Less,Less,FALSE,All Below Average,FALSE
YBR225W,P38321,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,4.2946,4.2475,0.97762,0.0471,0.009829922,-,Less,Less,3.2236,4.2636,0.48667,-1.04,0.312765424,-,Less,Less,FALSE,All Below Average,FALSE
YBR235W,P38329,8.187,9.2433,0.012108,-1.0563,1.916927588,-,More,More,8.1584,8.9022,0.21198,-0.7438,0.673705112,-,More,More,8.8613,9.1655,0.45076,-0.3042,0.34605463,-,More,More,All above average,FALSE,FALSE
YBR242W,P38331,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,0,2.4389,0.30188,-2.4389,0.520165659,-,Less,Less,FALSE,All Below Average,FALSE
YBR259W,P38338,6.1783,6.2296,0.96199,-0.0513,0.016829442,-,Less,Less,5.8005,6.8141,0.19592,-1.0136,0.707921228,-,Less,More,6.3853,6.2861,0.86663,0.0992,0.062166281,-,Less,More,FALSE,FALSE,Mixed
YBR271W,P38347,6.2893,5.2069,0.40749,1.0824,0.389883045,-,Less,Less,6.3694,5.0247,0.20321,1.3447,0.692054924,-,Less,Less,5.53,3.2993,0.19495,2.2307,0.71007676,-,Less,Less,FALSE,All Below Average,FALSE
YBR284W,P38150,6.6173,6.7606,0.87527,-0.1433,0.057857957,-,Less,More,7.0848,7.0298,0.93057,0.055,0.031250952,-,More,More,6.8429,6.6038,0.68546,0.2391,0.164017883,-,Less,More,FALSE,FALSE,Mixed
YBR285W,P38354,8.415,8.6434,0.58742,-0.2284,0.231051271,-,More,More,8.5617,8.1005,0.43899,0.4612,0.357545373,-,More,More,8.1287,8.1076,0.9611,0.0211,0.017231423,-,More,More,All above average,FALSE,FALSE
YBR287W,P38355,8.5425,8.564,0.95931,-0.0215,0.018041028,-,More,More,9.1123,8.55,0.32551,0.5623,0.487435665,-,More,More,8.5168,8.3106,0.63338,0.2062,0.198335654,-,More,More,All above average,FALSE,FALSE
YBR292C,P38357,7.5862,7.5678,0.97847,0.0184,0.009452485,-,More,More,7.898,8.1944,0.60009,-0.2964,0.22178361,-,More,More,7.5736,7.2617,0.52641,0.3119,0.278675869,-,More,More,All above average,FALSE,FALSE
YBR300C,P38362,0,0,0,0,0,-,Less,Less,3.248,0,0.41052,3.248,0.38666568,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
YBT1,P32386,7.6853,7.921,0.59708,-0.2357,0.223967476,-,More,More,7.5306,7.2656,0.67459,0.265,0.170960101,-,More,More,8.2048,7.8547,0.41818,0.3501,0.378636742,-,More,More,All above average,FALSE,FALSE
YCF1,P39109,8.2946,9.1235,0.048969,-0.8289,1.310078765,-,More,More,8.5456,9.0084,0.41838,-0.4628,0.378429084,-,More,More,8.8286,9.2337,0.31492,-0.4051,0.501799757,-,More,More,All above average,FALSE,FALSE
YCK1,P23291,6.9034,4.891,0.12357,2.0124,0.908086953,-,Less,Less,6.9079,6.2838,0.42588,0.6241,0.370712755,-,Less,More,5.7345,4.8718,0.55406,0.8627,0.256443202,-,Less,Less,FALSE,FALSE,Mixed
YCK2,P23292,9.6195,9.3264,0.48091,0.2931,0.317936192,-,More,More,9.5706,10.0599,0.21291,-0.4893,0.67180394,-,More,More,9.8151,10.0346,0.51774,-0.2195,0.285888281,-,More,More,All above average,FALSE,FALSE
YCK3,P39962,6.2796,6.8268,0.54887,-0.5472,0.260530506,-,Less,More,7.0951,6.0379,0.17741,1.0572,0.751021904,-,More,Less,6.9764,4.8695,0.052012,2.1069,1.283896446,-,More,Less,FALSE,FALSE,Mixed
YCL001W-B,Q96VH2,0,0,0,0,0,-,Less,Less,0,2.7026,0.25862,-2.7026,0.587337893,-,Less,Less,3.151,3.4219,0.85624,-0.2709,0.067404488,-,Less,Less,FALSE,All Below Average,FALSE
YCL006C,0,10.8685,11.3721,0.15619,-0.5036,0.806346775,-,More,More,11.5078,11.1592,0.37491,0.3486,0.426072975,-,More,More,11.1175,10.9135,0.54759,0.204,0.261544491,-,More,More,All above average,FALSE,FALSE
YCL012W,P25558,6.7356,5.8665,0.41922,0.8691,0.377558006,-,Less,Less,6.9004,3.6726,0.01725,3.2278,1.763210901,-,Less,Less,5.055,2.473,0.084153,2.582,1.074930397,-,Less,Less,FALSE,All Below Average,FALSE
YCL013W,P25558,8.4863,7.4349,0.018376,1.0514,1.735749018,-,More,More,8.5026,8.3658,0.81843,0.1368,0.08701846,-,More,More,8.1259,7.2026,0.039701,0.9233,1.401198554,-,More,More,All above average,FALSE,FALSE
YCL021W-A,Q96VH3,8.1342,7.8926,0.58798,0.2416,0.230637446,-,More,More,8.3946,7.4667,0.10062,0.9279,0.997315687,-,More,More,8.0201,7.505,0.25117,0.5151,0.600032234,-,More,More,All above average,FALSE,FALSE
YCL022C,P25562,4.8758,3.698,0.40273,1.1778,0.394986018,-,Less,Less,5.7361,6.7934,0.3171,-1.0573,0.498803758,-,Less,More,6.3395,6.903,0.33967,-0.5635,0.468942809,-,Less,More,FALSE,FALSE,Mixed
YCL023C,P25563,10.7177,9.9728,0.035941,0.7449,1.444409844,-,More,More,10.3974,10.7085,0.42844,-0.3111,0.368109989,-,More,More,10.5505,11.0247,0.16233,-0.4742,0.789601211,-,More,More,All above average,FALSE,FALSE
YCL049C,P25577,7.7848,8.3383,0.21447,-0.5535,0.668633448,-,More,More,7.8062,9.2298,0.016919,-1.4236,1.77162531,-,More,More,8.6393,9.5656,0.021568,-0.9263,1.666190125,-,More,More,All above average,FALSE,FALSE
YCL062W,0,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,3.8443,0,0.30619,3.8443,0.514008997,-,Less,Less,FALSE,All Below Average,FALSE
YCL074W,P25600,6.5697,6.1359,0.68683,0.4338,0.163150744,-,Less,Less,5.7438,7.4463,0.029842,-1.7025,1.525172074,-,Less,More,6.3863,6.1018,0.62974,0.2845,0.20083872,-,Less,More,FALSE,FALSE,Mixed
YCL075W,P25601,8.0072,8.4398,0.28534,-0.4326,0.544637343,-,More,More,7.8701,8.3113,0.43502,-0.4412,0.361490776,-,More,More,8.1062,8.8202,0.0987,-0.714,1.005682847,-,More,More,All above average,FALSE,FALSE
YCL076W,P25602,8.6099,8.1072,0.21446,0.5027,0.668653698,-,More,More,9.2238,8.4537,0.17809,0.7701,0.749360466,-,More,More,8.8591,8.0677,0.067247,0.7914,1.172327085,-,More,More,All above average,FALSE,FALSE
YCR001W,P25347,6.3083,6.1359,0.87269,0.1724,0.059140001,-,Less,Less,6.0771,4.4387,0.22675,1.6384,0.644452704,-,Less,Less,5.75,3.8476,0.19197,1.9024,0.716766635,-,Less,Less,FALSE,All Below Average,FALSE
YCR006C,P25350,6.7215,6.3628,0.69435,0.3587,0.15842156,-,Less,Less,7.3301,6.9514,0.54861,0.3787,0.26073628,-,More,More,7.0995,6.9019,0.68824,0.1976,0.16226009,-,More,More,FALSE,FALSE,Mixed
YCR007C,P25354,5.9889,6.6293,0.55171,-0.6404,0.258289144,-,Less,More,7.149,5.4209,0.027471,1.7281,1.561125531,-,More,Less,6.8258,6.3007,0.37368,0.5251,0.427500146,-,Less,More,FALSE,FALSE,Mixed
YCR022C,P25620,7.0981,7.6405,0.42698,-0.5424,0.369592467,-,Less,More,7.0626,7.4879,0.50052,-0.4253,0.300578564,-,More,More,7.519,8.0593,0.22871,-0.5403,0.640714846,-,More,More,FALSE,FALSE,Mixed
YCR023C,P25351,8.0364,8.8379,0.04778,-0.8015,1.320753855,-,More,More,8.3016,9.3712,0.061429,-1.0696,1.211626554,-,More,More,8.663,9.3793,0.075791,-0.7163,1.120382363,-,More,More,All above average,FALSE,FALSE
YCR025C,P25352,5.4442,6.1359,0.59659,-0.6917,0.224324031,-,Less,Less,5.7019,6.1245,0.68926,-0.4226,0.161616924,-,Less,More,6.7431,6.3039,0.45681,0.4392,0.340264398,-,Less,More,FALSE,FALSE,Mixed
YCR043C,P25361,6.2988,7.9761,0.014027,-1.6773,1.853035203,-,Less,More,7.1121,7.7852,0.28636,-0.6731,0.543087646,-,More,More,7.2585,7.913,0.14486,-0.6545,0.839051519,-,More,More,FALSE,FALSE,Mixed
YCR049C,P25629,8.5342,8.1204,0.30691,0.4138,0.512988961,-,More,More,8.7229,7.7802,0.11371,0.9427,0.94420134,-,More,More,8.4719,8.07,0.3527,0.4019,0.45259454,-,More,More,All above average,FALSE,FALSE
YCR050C,P25630,6.8515,6.6293,0.80766,0.2222,0.092771425,-,Less,More,6.8648,6.6168,0.75175,0.248,0.123926563,-,Less,More,7.1921,6.5542,0.27976,0.6379,0.553214381,-,More,More,FALSE,FALSE,Mixed
YCR051W,P25631,7.9503,6.3628,0.02007,1.5875,1.697452628,-,More,Less,6.6938,3.949,0.042866,2.7448,1.36788704,-,Less,Less,6.5932,5.2274,0.2078,1.3658,0.682354457,-,Less,Less,FALSE,FALSE,Mixed
YCR061W,P25639,6.812,6.8541,0.96317,-0.0421,0.016297053,-,Less,More,7.1428,6.2666,0.26363,0.8762,0.57900517,-,More,More,7.1337,6.5435,0.31731,0.5902,0.498516241,-,More,More,FALSE,FALSE,Mixed
